doc_id,domain,title,source_type,language,n_sections,n_tokens,n_chunks,avg_chunk_tokens,created_at_utc,last_updated_at_utc,is_active,contains_tables,pii_risk_level,security_tier,embedding_model,owner_team,search_index,top_keywords
DOC0114,developer_docs,Developer integration guide — Authentication and Request,internal_doc,en,13,577,7,82.43,2024-09-17T00:00:00Z,2025-02-27T00:00:00Z,1,1,none,public,text-embedding-3-small,finance,policy_index_v1,"endpoint, request, authentication, response"
DOC0115,support_faq,Support playbook: handling troubleshooting and reset tickets (2022),wiki_page,en,18,660,7,94.29,2024-10-02T00:00:00Z,2024-12-22T00:00:00Z,1,0,low,public,text-embedding-3-small,marketing,policy_index_v1,"reset, ticket, troubleshooting, issue"
DOC0116,policies,Information governance standard — Terms,internal_doc,en,21,1559,21,74.24,2024-11-27T00:00:00Z,2025-02-12T00:00:00Z,1,1,medium,highly_restricted,gte-large,marketing,product_index_v2,"usage, compliance, terms, privacy"
DOC0117,support_faq,"How to reset — internal support article (AMER, 2020)",pdf_manual,en,17,1436,15,95.73,2024-07-14T00:00:00Z,2024-09-01T00:00:00Z,1,0,none,public,text-embedding-3-small,marketing,global_qa_index_v1,"issue, steps, troubleshooting, reset"
DOC0118,hr_policies,People operations handbook — Probation & Contract (2021),web_article,en,3,1531,20,76.55,2024-08-19T00:00:00Z,2024-10-10T00:00:00Z,1,0,low,internal,e5-mistral-7b,data,global_qa_index_v1,"probation, performance, benefits, contract"
DOC0119,hr_policies,"HR guideline on leave for permanent staff (APAC, 2022)",wiki_page,en,25,1641,21,78.14,2024-01-21T00:00:00Z,2024-07-03T00:00:00Z,1,0,none,restricted,text-embedding-3-small,legal,product_index_v2,"probation, leave, contract, performance"
DOC0120,research_papers,Applied research summary — Methodology (2020),wiki_page,en,23,978,13,75.23,2024-08-21T00:00:00Z,2025-01-07T00:00:00Z,1,1,low,highly_restricted,bge-m3,legal,product_index_v2,"limitation, methodology, results, baseline"
DOC0121,hr_policies,People operations handbook — Probation & Benefits (2024),internal_doc,en,22,1072,14,76.57,2024-03-02T00:00:00Z,2024-06-09T00:00:00Z,0,0,low,restricted,e5-mistral-7b,engineering,policy_index_v1,"probation, performance, leave, benefits"
DOC0122,support_faq,"How to ticket — internal support article (AMER, 2024)",spreadsheet,en,25,1724,18,95.78,2024-10-01T00:00:00Z,2024-10-20T00:00:00Z,1,1,none,internal,bge-m3,engineering,research_index_v1,"reset, ticket, troubleshooting, steps"
DOC0123,research_papers,Internal research report on limitation and results (2024),pdf_manual,en,24,159,2,79.5,2024-11-15T00:00:00Z,2025-02-09T00:00:00Z,1,1,none,restricted,all-minilm-l12-v2,hr,research_index_v1,"limitation, results, methodology, dataset"
DOC0124,developer_docs,API reference: Api endpoint (2021),internal_doc,en,8,1115,14,79.64,2024-02-07T00:00:00Z,2024-02-28T00:00:00Z,0,1,low,internal,text-embedding-3-small,data,policy_index_v1,"authentication, api, response, endpoint"
DOC0125,support_faq,"Ticket and Steps support guide (Global, 2025)",wiki_page,en,19,462,5,92.4,2024-05-08T00:00:00Z,2024-05-22T00:00:00Z,1,1,medium,public,e5-mistral-7b,finance,global_qa_index_v1,"reset, ticket, steps, troubleshooting"
DOC0126,financial_reports,Quarterly financial summary — Q4 2019 (APAC),internal_doc,en,12,434,6,72.33,2024-04-06T00:00:00Z,2024-08-06T00:00:00Z,1,0,none,internal,all-minilm-l12-v2,support,research_index_v1,"revenue, forecast, margin, cost"
DOC0127,product_docs,Feature reference: Pricing (2025 Global rollout),pdf_manual,en,23,409,5,81.8,2024-02-10T00:00:00Z,2024-02-12T00:00:00Z,0,0,none,highly_restricted,all-minilm-l12-v2,legal,research_index_v1,"pricing, limits, plan, features"
DOC0128,hr_policies,"HR guideline on leave for permanent staff (EMEA, 2025)",notebook,en,21,1252,16,78.25,2024-04-27T00:00:00Z,2024-07-29T00:00:00Z,1,0,low,highly_restricted,text-embedding-3-small,hr,policy_index_v1,"benefits, leave, performance, probation"
DOC0129,support_faq,Support playbook: handling issue and reset tickets (2020),internal_doc,en,20,2460,26,94.62,2024-03-06T00:00:00Z,2024-03-12T00:00:00Z,1,0,low,restricted,gte-large,hr,product_index_v2,"ticket, issue, reset, troubleshooting"
DOC0130,support_faq,Support playbook: handling issue and reset tickets (2020),pdf_manual,en,6,185,2,92.5,2024-03-20T00:00:00Z,2024-06-08T00:00:00Z,1,1,none,public,text-embedding-3-small,data,policy_index_v1,"troubleshooting, issue, reset, ticket"
DOC0131,hr_policies,Employee leave and benefits policy — AMER 2021,notebook,en,22,463,6,77.17,2024-10-03T00:00:00Z,2025-03-18T00:00:00Z,1,0,none,highly_restricted,e5-mistral-7b,marketing,product_index_v2,"benefits, performance, leave, contract"
DOC0132,research_papers,Internal research report on baseline and dataset (2023),web_article,en,17,1539,20,76.95,2024-05-14T00:00:00Z,2024-06-11T00:00:00Z,1,0,none,restricted,text-embedding-3-small,marketing,policy_index_v1,"methodology, dataset, baseline, limitation"
DOC0133,financial_reports,Business performance review — Q1 2023,web_article,en,7,1134,16,70.88,2024-10-07T00:00:00Z,2024-12-29T00:00:00Z,1,0,none,restricted,all-minilm-l12-v2,data,global_qa_index_v1,"segment, forecast, margin, revenue"
DOC0134,financial_reports,Business performance review — Q1 2022,pdf_manual,en,10,282,4,70.5,2024-09-14T00:00:00Z,2024-12-21T00:00:00Z,1,1,none,highly_restricted,text-embedding-3-large,engineering,product_index_v2,"margin, forecast, revenue, segment"
DOC0135,medical_guides,Medication and monitoring guide — Treatment,pdf_manual,en,18,302,4,75.5,2024-12-21T00:00:00Z,2025-02-12T00:00:00Z,1,0,none,restricted,all-minilm-l12-v2,product,product_index_v2,"side effects, treatment, dosage, monitoring"
DOC0136,medical_guides,Clinical guidance on monitoring and dosage (2025 edition),notebook,en,26,312,4,78.0,2024-03-17T00:00:00Z,2024-08-20T00:00:00Z,1,1,low,internal,gte-large,support,product_index_v2,"dosage, symptoms, treatment, monitoring"
DOC0137,research_papers,Experimental study: Limitation in production systems,spreadsheet,en,16,819,11,74.45,2024-01-15T00:00:00Z,2024-06-22T00:00:00Z,1,1,low,internal,gte-large,engineering,product_index_v2,"limitation, methodology, results, baseline"
DOC0138,medical_guides,Medication and monitoring guide — Monitoring,policy_file,en,7,149,2,74.5,2024-11-29T00:00:00Z,2025-01-08T00:00:00Z,1,0,none,internal,bge-m3,hr,research_index_v1,"symptoms, treatment, monitoring, dosage"
DOC0139,hr_policies,People operations handbook — Leave & Performance (2022),notebook,en,17,847,11,77.0,2024-01-03T00:00:00Z,2024-02-22T00:00:00Z,1,0,none,highly_restricted,all-minilm-l12-v2,product,product_index_v2,"benefits, leave, performance, contract"
DOC0140,medical_guides,Clinical guidance on monitoring and treatment (2023 edition),pdf_manual,en,16,478,6,79.67,2024-11-11T00:00:00Z,2025-02-12T00:00:00Z,1,0,low,restricted,text-embedding-3-large,hr,research_index_v1,"side effects, symptoms, treatment, monitoring"
DOC0141,developer_docs,API reference: Response endpoint (2022),wiki_page,en,23,483,6,80.5,2024-08-05T00:00:00Z,2024-09-08T00:00:00Z,1,1,none,internal,e5-mistral-7b,product,product_index_v2,"authentication, response, api, request"
DOC0142,financial_reports,Business performance review — Q1 2020,web_article,en,23,424,6,70.67,2024-08-14T00:00:00Z,2024-08-18T00:00:00Z,1,0,none,internal,text-embedding-3-small,finance,research_index_v1,"forecast, margin, cost, revenue"
DOC0143,support_faq,"How to reset — internal support article (APAC, 2019)",pdf_manual,en,24,765,8,95.62,2024-09-24T00:00:00Z,2025-02-22T00:00:00Z,1,1,none,internal,all-minilm-l12-v2,hr,global_qa_index_v1,"issue, ticket, steps, reset"
DOC0144,hr_policies,Employee performance and probation policy — Global 2022,policy_file,en,21,994,13,76.46,2024-06-25T00:00:00Z,2024-09-24T00:00:00Z,1,1,low,restricted,e5-mistral-7b,data,policy_index_v1,"benefits, performance, probation, contract"
DOC0145,support_faq,"Issue and Troubleshooting support guide (Global, 2019)",notebook,en,26,746,8,93.25,2024-02-15T00:00:00Z,2024-05-08T00:00:00Z,1,1,none,internal,bge-m3,marketing,global_qa_index_v1,"issue, troubleshooting, steps, reset"
DOC0146,research_papers,Applied research summary — Methodology (2021),notebook,en,8,296,4,74.0,2024-05-01T00:00:00Z,2024-05-14T00:00:00Z,1,0,none,public,bge-m3,marketing,global_qa_index_v1,"methodology, limitation, results, dataset"
DOC0147,hr_policies,"HR guideline on performance for permanent staff (APAC, 2022)",internal_doc,en,5,232,3,77.33,2024-05-03T00:00:00Z,2024-06-28T00:00:00Z,1,1,medium,restricted,gte-large,engineering,policy_index_v1,"performance, leave, contract, benefits"
DOC0148,research_papers,Applied research summary — Limitation (2023),web_article,en,8,378,5,75.6,2024-02-23T00:00:00Z,2024-08-08T00:00:00Z,1,1,none,restricted,text-embedding-3-small,hr,product_index_v2,"results, limitation, dataset, methodology"
DOC0149,hr_policies,"HR guideline on probation for permanent staff (AMER, 2024)",spreadsheet,en,25,227,3,75.67,2024-02-17T00:00:00Z,2024-04-23T00:00:00Z,1,0,low,internal,text-embedding-3-large,product,research_index_v1,"probation, benefits, performance, contract"
DOC0150,policies,Information governance standard — Usage,spreadsheet,en,9,141,2,70.5,2024-07-14T00:00:00Z,2024-10-06T00:00:00Z,1,1,none,restricted,text-embedding-3-large,data,research_index_v1,"terms, compliance, privacy, usage"
DOC0151,policies,Data and access policy — 2022 update,pdf_manual,en,20,302,4,75.5,2024-09-20T00:00:00Z,2025-01-01T00:00:00Z,1,1,medium,restricted,gte-large,data,research_index_v1,"compliance, policy, usage, privacy"
DOC0152,financial_reports,Quarterly financial summary — Q1 2020 (AMER),web_article,en,17,434,6,72.33,2024-08-22T00:00:00Z,2024-11-06T00:00:00Z,1,1,none,internal,text-embedding-3-large,hr,global_qa_index_v1,"revenue, segment, cost, forecast"
DOC0153,product_docs,Product configuration guide — Limits and Features,wiki_page,en,16,501,6,83.5,2024-02-11T00:00:00Z,2024-04-26T00:00:00Z,1,1,none,highly_restricted,gte-large,finance,research_index_v1,"pricing, limits, features, subscription"
DOC0154,medical_guides,Clinical guidance on symptoms and dosage (2020 edition),internal_doc,en,11,239,3,79.67,2024-11-13T00:00:00Z,2025-02-23T00:00:00Z,1,1,none,internal,text-embedding-3-small,engineering,product_index_v2,"symptoms, side effects, monitoring, dosage"
DOC0155,product_docs,Admin guide for subscription and advanced settings,pdf_manual,en,15,164,2,82.0,2024-09-19T00:00:00Z,2024-09-27T00:00:00Z,1,0,none,highly_restricted,bge-m3,engineering,global_qa_index_v1,"subscription, plan, limits, pricing"
DOC0156,policies,"Company policy on privacy and compliance (APAC, 2019)",notebook,en,23,2970,38,78.16,2024-01-26T00:00:00Z,2024-02-24T00:00:00Z,1,1,none,internal,gte-large,support,research_index_v1,"policy, compliance, terms, privacy"
DOC0157,developer_docs,Service-to-service auth and endpoint — engineering guide 2019,spreadsheet,en,21,753,9,83.67,2024-04-09T00:00:00Z,2024-08-10T00:00:00Z,1,0,none,internal,all-minilm-l12-v2,support,product_index_v2,"request, api, endpoint, response"
DOC0158,developer_docs,API reference: Response endpoint (2019),policy_file,en,22,395,5,79.0,2024-08-21T00:00:00Z,2025-02-03T00:00:00Z,1,0,none,internal,bge-m3,data,product_index_v2,"request, endpoint, response, authentication"
DOC0159,developer_docs,Service-to-service auth and authentication — engineering guide 2024,internal_doc,en,23,753,9,83.67,2024-08-22T00:00:00Z,2025-01-22T00:00:00Z,1,1,medium,internal,all-minilm-l12-v2,product,global_qa_index_v1,"response, api, authentication, endpoint"
DOC0160,research_papers,Applied research summary — Results (2020),internal_doc,en,26,304,4,76.0,2024-04-01T00:00:00Z,2024-06-13T00:00:00Z,1,1,none,internal,bge-m3,legal,policy_index_v1,"baseline, dataset, results, limitation"
DOC0161,support_faq,"How to ticket — internal support article (EMEA, 2023)",internal_doc,en,14,285,3,95.0,2024-08-03T00:00:00Z,2025-01-21T00:00:00Z,1,1,none,restricted,e5-mistral-7b,product,product_index_v2,"issue, ticket, steps, reset"
DOC0162,product_docs,Feature reference: Subscription (2020 EMEA rollout),wiki_page,en,22,486,6,81.0,2024-12-10T00:00:00Z,2025-06-05T00:00:00Z,1,1,none,highly_restricted,e5-mistral-7b,product,global_qa_index_v1,"features, pricing, subscription, plan"
DOC0163,medical_guides,Treatment protocol overview — Side effects (Global),notebook,en,8,705,9,78.33,2024-10-21T00:00:00Z,2024-12-21T00:00:00Z,1,1,low,internal,bge-m3,engineering,research_index_v1,"dosage, side effects, symptoms, treatment"
DOC0164,hr_policies,People operations handbook — Leave & Performance (2023),wiki_page,en,18,229,3,76.33,2024-09-29T00:00:00Z,2025-02-02T00:00:00Z,1,1,none,restricted,all-minilm-l12-v2,data,policy_index_v1,"benefits, performance, probation, leave"
DOC0165,research_papers,Internal research report on results and dataset (2021),wiki_page,en,17,224,3,74.67,2024-02-09T00:00:00Z,2024-07-20T00:00:00Z,1,0,none,internal,gte-large,finance,research_index_v1,"limitation, dataset, results, methodology"
DOC0166,research_papers,Applied research summary — Limitation (2022),web_article,en,6,1125,15,75.0,2024-02-25T00:00:00Z,2024-08-04T00:00:00Z,1,1,low,internal,all-minilm-l12-v2,marketing,research_index_v1,"baseline, limitation, dataset, methodology"
DOC0167,developer_docs,API reference: Request endpoint (2022),spreadsheet,en,19,635,8,79.38,2024-05-15T00:00:00Z,2024-05-27T00:00:00Z,1,1,none,internal,e5-mistral-7b,finance,product_index_v2,"response, request, authentication, endpoint"
DOC0168,developer_docs,API reference: Authentication endpoint (2023),pdf_manual,en,15,399,5,79.8,2024-06-29T00:00:00Z,2024-07-05T00:00:00Z,1,1,none,internal,e5-mistral-7b,product,product_index_v2,"request, response, endpoint, authentication"
DOC0169,developer_docs,Service-to-service auth and authentication — engineering guide 2021,wiki_page,en,9,499,6,83.17,2024-03-24T00:00:00Z,2024-09-14T00:00:00Z,1,1,medium,public,text-embedding-3-small,product,research_index_v1,"authentication, response, request, api"
DOC0170,support_faq,"Issue and Steps support guide (Global, 2021)",wiki_page,en,9,464,5,92.8,2024-02-16T00:00:00Z,2024-05-07T00:00:00Z,1,1,low,highly_restricted,gte-large,finance,product_index_v2,"reset, issue, steps, ticket"
DOC0171,financial_reports,Revenue and margin analysis — 2022 Global,wiki_page,en,10,1456,20,72.8,2024-12-25T00:00:00Z,2025-03-29T00:00:00Z,1,1,none,internal,gte-large,legal,research_index_v1,"revenue, segment, forecast, margin"
DOC0172,policies,"Company policy on privacy and compliance (Global, 2025)",internal_doc,en,22,793,10,79.3,2024-01-30T00:00:00Z,2024-03-16T00:00:00Z,1,0,none,internal,text-embedding-3-large,legal,global_qa_index_v1,"compliance, usage, terms, privacy"
DOC0173,product_docs,Product configuration guide — Pricing and Plan,internal_doc,en,15,250,3,83.33,2024-10-03T00:00:00Z,2025-01-14T00:00:00Z,1,0,none,public,gte-large,finance,product_index_v2,"plan, pricing, features, subscription"
DOC0174,developer_docs,API reference: Response endpoint (2021),policy_file,en,19,314,4,78.5,2024-04-20T00:00:00Z,2024-08-12T00:00:00Z,1,1,medium,restricted,gte-large,product,policy_index_v1,"authentication, request, api, response"
DOC0175,financial_reports,Revenue and margin analysis — 2020 Global,policy_file,en,20,872,12,72.67,2024-06-26T00:00:00Z,2024-08-26T00:00:00Z,1,1,low,highly_restricted,gte-large,product,research_index_v1,"segment, margin, revenue, forecast"
DOC0176,research_papers,Internal research report on methodology and limitation (2023),internal_doc,en,21,768,10,76.8,2024-10-18T00:00:00Z,2025-02-03T00:00:00Z,1,0,low,restricted,text-embedding-3-large,data,research_index_v1,"results, methodology, limitation, baseline"
DOC0177,developer_docs,Developer integration guide — Api and Authentication,policy_file,en,24,580,7,82.86,2024-08-01T00:00:00Z,2024-08-06T00:00:00Z,1,0,none,internal,bge-m3,finance,research_index_v1,"request, response, api, authentication"
DOC0178,medical_guides,Clinical guidance on treatment and symptoms (2021 edition),pdf_manual,en,11,643,8,80.38,2024-10-18T00:00:00Z,2025-03-24T00:00:00Z,1,1,low,restricted,gte-large,marketing,research_index_v1,"dosage, side effects, symptoms, treatment"
DOC0179,product_docs,Feature reference: Plan (2021 EMEA rollout),internal_doc,en,18,653,8,81.62,2024-02-02T00:00:00Z,2024-07-13T00:00:00Z,1,0,low,internal,gte-large,legal,global_qa_index_v1,"pricing, subscription, plan, features"
DOC0180,policies,Data and access policy — 2021 update,spreadsheet,en,23,461,6,76.83,2024-03-07T00:00:00Z,2024-06-27T00:00:00Z,1,0,none,restricted,e5-mistral-7b,support,global_qa_index_v1,"compliance, privacy, usage, policy"
DOC0181,medical_guides,Treatment protocol overview — Treatment (Global),policy_file,en,10,383,5,76.6,2024-09-22T00:00:00Z,2024-10-08T00:00:00Z,1,1,low,restricted,all-minilm-l12-v2,support,policy_index_v1,"symptoms, dosage, monitoring, treatment"
DOC0182,policies,"Company policy on privacy and usage (APAC, 2023)",policy_file,en,8,226,3,75.33,2024-08-22T00:00:00Z,2024-08-25T00:00:00Z,1,0,none,internal,text-embedding-3-large,product,policy_index_v1,"policy, usage, privacy, compliance"
DOC0183,policies,"Company policy on policy and terms (EMEA, 2023)",wiki_page,en,9,1098,14,78.43,2024-06-21T00:00:00Z,2024-08-20T00:00:00Z,0,0,low,internal,text-embedding-3-large,finance,research_index_v1,"usage, terms, policy, compliance"
DOC0184,research_papers,Internal research report on baseline and results (2020),internal_doc,en,21,308,4,77.0,2024-10-19T00:00:00Z,2024-10-29T00:00:00Z,1,0,medium,internal,e5-mistral-7b,finance,global_qa_index_v1,"results, dataset, limitation, baseline"
DOC0185,product_docs,Admin guide for pricing and advanced settings,notebook,en,15,246,3,82.0,2024-02-03T00:00:00Z,2024-04-12T00:00:00Z,1,1,none,public,text-embedding-3-small,marketing,policy_index_v1,"pricing, plan, features, subscription"
DOC0186,medical_guides,Treatment protocol overview — Symptoms (Global),notebook,en,16,1086,14,77.57,2024-01-27T00:00:00Z,2024-05-07T00:00:00Z,1,0,medium,restricted,text-embedding-3-large,finance,product_index_v2,"symptoms, treatment, monitoring, dosage"
DOC0187,hr_policies,"HR guideline on leave for permanent staff (EMEA, 2023)",wiki_page,en,21,314,4,78.5,2024-05-10T00:00:00Z,2024-08-02T00:00:00Z,1,0,medium,internal,e5-mistral-7b,data,global_qa_index_v1,"performance, contract, leave, benefits"
DOC0188,product_docs,Feature reference: Subscription (2023 APAC rollout),spreadsheet,en,23,320,4,80.0,2024-10-24T00:00:00Z,2025-01-03T00:00:00Z,1,0,low,public,text-embedding-3-small,support,global_qa_index_v1,"limits, pricing, subscription, features"
DOC0189,support_faq,Support playbook: handling reset and ticket tickets (2023),policy_file,en,6,377,4,94.25,2024-07-10T00:00:00Z,2024-11-18T00:00:00Z,1,0,none,public,all-minilm-l12-v2,support,product_index_v2,"issue, troubleshooting, reset, ticket"
DOC0190,financial_reports,Quarterly financial summary — Q1 2025 (AMER),web_article,en,11,799,11,72.64,2024-01-22T00:00:00Z,2024-05-10T00:00:00Z,1,1,none,highly_restricted,e5-mistral-7b,finance,product_index_v2,"cost, revenue, margin, segment"
DOC0191,medical_guides,Medication and monitoring guide — Dosage,internal_doc,en,25,2180,28,77.86,2024-10-16T00:00:00Z,2024-11-12T00:00:00Z,1,0,medium,highly_restricted,bge-m3,support,global_qa_index_v1,"dosage, symptoms, treatment, monitoring"
DOC0192,developer_docs,API reference: Response endpoint (2024),web_article,en,16,238,3,79.33,2024-04-01T00:00:00Z,2024-07-13T00:00:00Z,1,0,none,restricted,bge-m3,hr,product_index_v2,"api, request, response, authentication"
DOC0193,product_docs,Admin guide for plan and advanced settings,pdf_manual,en,24,250,3,83.33,2024-04-26T00:00:00Z,2024-07-21T00:00:00Z,1,0,none,public,e5-mistral-7b,support,product_index_v2,"features, subscription, pricing, plan"
DOC0194,developer_docs,Service-to-service auth and api — engineering guide 2020,pdf_manual,en,5,416,5,83.2,2024-10-29T00:00:00Z,2025-03-28T00:00:00Z,1,1,none,restricted,all-minilm-l12-v2,product,product_index_v2,"api, endpoint, response, request"
DOC0195,policies,Data and access policy — 2021 update,wiki_page,en,5,668,9,74.22,2024-07-15T00:00:00Z,2024-08-02T00:00:00Z,0,1,none,internal,bge-m3,support,research_index_v1,"policy, privacy, terms, compliance"
DOC0196,support_faq,Support playbook: handling ticket and reset tickets (2023),internal_doc,en,20,1227,13,94.38,2024-12-10T00:00:00Z,2024-12-27T00:00:00Z,1,1,none,internal,text-embedding-3-small,data,global_qa_index_v1,"reset, ticket, issue, steps"
DOC0197,support_faq,"Steps and Ticket support guide (AMER, 2019)",wiki_page,en,20,557,6,92.83,2024-05-31T00:00:00Z,2024-07-26T00:00:00Z,1,0,low,internal,e5-mistral-7b,hr,product_index_v2,"troubleshooting, steps, reset, ticket"
DOC0198,research_papers,Internal research report on results and baseline (2021),pdf_manual,en,11,313,4,78.25,2024-12-06T00:00:00Z,2025-03-04T00:00:00Z,1,0,low,public,bge-m3,marketing,policy_index_v1,"results, limitation, methodology, baseline"
DOC0199,medical_guides,Clinical guidance on monitoring and side effects (2020 edition),spreadsheet,en,14,966,12,80.5,2024-04-23T00:00:00Z,2024-07-18T00:00:00Z,1,1,low,internal,e5-mistral-7b,product,policy_index_v1,"monitoring, symptoms, side effects, treatment"
DOC0200,support_faq,"How to troubleshooting — internal support article (APAC, 2020)",wiki_page,en,18,190,2,95.0,2024-03-03T00:00:00Z,2024-04-27T00:00:00Z,1,0,none,public,bge-m3,data,research_index_v1,"steps, ticket, issue, troubleshooting"
DOC0201,support_faq,"Steps and Reset support guide (AMER, 2023)",notebook,en,18,459,5,91.8,2024-02-07T00:00:00Z,2024-05-21T00:00:00Z,1,1,low,public,bge-m3,finance,product_index_v2,"issue, reset, ticket, steps"
DOC0202,research_papers,Internal research report on methodology and dataset (2020),wiki_page,en,12,461,6,76.83,2024-07-02T00:00:00Z,2024-12-09T00:00:00Z,1,1,medium,internal,text-embedding-3-small,data,product_index_v2,"results, baseline, methodology, dataset"
DOC0203,support_faq,Support playbook: handling reset and steps tickets (2023),pdf_manual,en,26,566,6,94.33,2024-05-11T00:00:00Z,2024-07-20T00:00:00Z,1,0,none,public,gte-large,data,research_index_v1,"steps, issue, reset, troubleshooting"
DOC0204,product_docs,Product configuration guide — Pricing and Features,notebook,en,5,165,2,82.5,2024-10-19T00:00:00Z,2024-11-14T00:00:00Z,1,0,low,public,gte-large,legal,global_qa_index_v1,"features, pricing, subscription, plan"
DOC0205,developer_docs,API reference: Request endpoint (2024),pdf_manual,en,16,322,4,80.5,2024-01-16T00:00:00Z,2024-03-01T00:00:00Z,1,0,low,restricted,text-embedding-3-small,hr,global_qa_index_v1,"request, endpoint, authentication, api"
DOC0206,financial_reports,Revenue and margin analysis — 2025 Global,policy_file,en,3,288,4,72.0,2024-10-12T00:00:00Z,2025-01-17T00:00:00Z,1,0,none,restricted,text-embedding-3-small,support,research_index_v1,"revenue, margin, cost, segment"
DOC0207,medical_guides,Medication and monitoring guide — Monitoring,internal_doc,en,12,234,3,78.0,2024-01-24T00:00:00Z,2024-03-30T00:00:00Z,1,1,low,internal,gte-large,finance,product_index_v2,"side effects, treatment, symptoms, monitoring"
DOC0208,medical_guides,Clinical guidance on symptoms and side effects (2023 edition),pdf_manual,en,18,972,12,81.0,2024-11-21T00:00:00Z,2025-02-24T00:00:00Z,0,1,medium,public,text-embedding-3-small,legal,policy_index_v1,"symptoms, treatment, side effects, dosage"
DOC0209,medical_guides,Treatment protocol overview — Symptoms (APAC),notebook,en,21,923,12,76.92,2024-06-20T00:00:00Z,2024-07-03T00:00:00Z,1,0,none,internal,gte-large,hr,policy_index_v1,"treatment, dosage, symptoms, monitoring"
DOC0210,developer_docs,Service-to-service auth and api — engineering guide 2021,spreadsheet,en,5,673,8,84.12,2024-10-21T00:00:00Z,2024-11-07T00:00:00Z,1,0,none,internal,text-embedding-3-large,finance,policy_index_v1,"response, authentication, api, request"
DOC0211,policies,Data and access policy — 2025 update,internal_doc,en,13,450,6,75.0,2024-07-01T00:00:00Z,2024-09-21T00:00:00Z,1,1,medium,internal,all-minilm-l12-v2,marketing,product_index_v2,"policy, privacy, usage, compliance"
DOC0212,product_docs,Admin guide for pricing and advanced settings,internal_doc,en,19,838,10,83.8,2024-08-29T00:00:00Z,2024-09-15T00:00:00Z,1,1,none,restricted,e5-mistral-7b,support,global_qa_index_v1,"limits, plan, subscription, pricing"
DOC0213,hr_policies,"HR guideline on benefits for permanent staff (Global, 2021)",pdf_manual,en,3,312,4,78.0,2024-04-02T00:00:00Z,2024-06-13T00:00:00Z,1,0,low,internal,text-embedding-3-large,finance,policy_index_v1,"benefits, leave, performance, contract"
DOC0214,research_papers,Experimental study: Dataset in production systems,pdf_manual,en,24,1040,14,74.29,2024-04-03T00:00:00Z,2024-07-05T00:00:00Z,1,1,low,highly_restricted,text-embedding-3-small,marketing,product_index_v2,"limitation, dataset, methodology, baseline"
DOC0215,financial_reports,Business performance review — Q2 2019,pdf_manual,en,6,282,4,70.5,2024-11-12T00:00:00Z,2025-01-30T00:00:00Z,1,1,low,restricted,e5-mistral-7b,data,policy_index_v1,"revenue, cost, segment, margin"
DOC0216,medical_guides,Medication and monitoring guide — Monitoring,spreadsheet,en,4,535,7,76.43,2024-08-13T00:00:00Z,2024-11-08T00:00:00Z,1,1,none,restricted,bge-m3,marketing,product_index_v2,"treatment, dosage, monitoring, side effects"
DOC0217,financial_reports,Quarterly financial summary — Q2 2020 (Global),wiki_page,en,3,1529,21,72.81,2024-06-28T00:00:00Z,2024-12-09T00:00:00Z,1,1,none,public,e5-mistral-7b,support,policy_index_v1,"forecast, margin, segment, cost"
DOC0218,financial_reports,Quarterly financial summary — Q3 2024 (APAC),spreadsheet,en,13,1164,16,72.75,2024-01-28T00:00:00Z,2024-03-07T00:00:00Z,1,1,low,public,all-minilm-l12-v2,hr,global_qa_index_v1,"segment, cost, revenue, margin"
DOC0219,financial_reports,Quarterly financial summary — Q4 2023 (EMEA),spreadsheet,en,14,361,5,72.2,2024-11-03T00:00:00Z,2025-03-17T00:00:00Z,1,0,low,highly_restricted,all-minilm-l12-v2,hr,policy_index_v1,"segment, cost, forecast, revenue"
DOC0220,research_papers,Applied research summary — Dataset (2022),notebook,en,23,890,12,74.17,2024-08-28T00:00:00Z,2024-09-08T00:00:00Z,1,0,medium,public,bge-m3,marketing,policy_index_v1,"methodology, baseline, dataset, limitation"
DOC0221,developer_docs,Service-to-service auth and response — engineering guide 2022,internal_doc,en,17,665,8,83.12,2024-08-23T00:00:00Z,2024-11-11T00:00:00Z,1,0,low,public,text-embedding-3-large,engineering,global_qa_index_v1,"api, endpoint, request, response"
DOC0222,developer_docs,API reference: Endpoint endpoint (2020),internal_doc,en,13,1121,14,80.07,2024-06-21T00:00:00Z,2024-12-09T00:00:00Z,1,0,none,internal,text-embedding-3-small,hr,product_index_v2,"response, api, authentication, endpoint"
DOC0223,developer_docs,Service-to-service auth and request — engineering guide 2024,wiki_page,en,22,499,6,83.17,2024-12-19T00:00:00Z,2025-05-25T00:00:00Z,0,1,none,internal,text-embedding-3-small,legal,policy_index_v1,"authentication, response, endpoint, request"
DOC0224,research_papers,Internal research report on dataset and baseline (2020),wiki_page,en,4,924,12,77.0,2024-06-16T00:00:00Z,2024-07-05T00:00:00Z,1,0,low,public,bge-m3,product,research_index_v1,"limitation, dataset, methodology, baseline"
DOC0225,financial_reports,Quarterly financial summary — Q4 2023 (EMEA),spreadsheet,en,24,361,5,72.2,2024-11-06T00:00:00Z,2024-12-15T00:00:00Z,1,1,low,restricted,bge-m3,legal,research_index_v1,"revenue, forecast, segment, margin"
